"textID","sentiment","sentiment_id","penman_amr"
"ca223af36e","positive","1","( m / multi-sentence :snt1  ( a / and :op1  ( g / group :name  ( n / name :op1 ""D-group"" ) ) :op2  ( f / football :quant  ( b / bit :mod  ( l / little ) ) ) :op3  ( n2  / nap-01 :quant  ( t / temporal-quantity :unit  ( h / hour ) ) ) :op4  ( s / soccer :quant  ( t2  / temporal-quantity :unit  ( h2  / hour ) ) ) pias  ( b2  / basketball :location  ( a2  / and :op1  ( s2  / sports-facility :name  ( n3  / name :op1 ""TSU"" ) ) :op2  ( s3  / store :name  ( n4  / name :op1 ""Yogurtland"" ) ) ) ) :time  ( d / date-entity 寄存  ( d2  /  ডিজি :value 19 ) ) ) :snt2  ( g2  / good-02 :ARG1  ( l2  / life ) ) )"
"90977e9614","positive","1","( m / multi-sentence :snt1  ( s / set-up-03 :ARG1  ( c / computer :ARG1-of  ( n / new-01 ) ) :mod  ( a / again ) :mod  ( j / just ) ) :snt2  ( t / temporal-quantity :quant 15 :unit  ( m2  / minute ) ) :snt3  ( l / love-01 :ARG0  ( i / i ) :ARG1  ( p / product :name  ( n2  / name :op1 ""Norton"" :op2 ""Ghost"" ) ) ) )"
"433b1ab9ea","positive","1","( g / get-01 :ARG0  ( i / i ) :ARG1  ( s / sheet :ARG1-of  ( n / new-01 ) :purpose  ( b / bed :poss i ) :ARG1-of  ( c / comfortable-02 :degree  ( s2  / so ) ) ) :ARG2  ( p / person :ARG0-of  ( h / have-rel-role-91 :ARG1 i :ARG2  ( m / mom ) ) ) :mod  ( a / ah :mode ""expressive"" ) )"
"37771d1bc1","neutral","2","( s / sleep-01 :ARG0  ( p / person :name  ( n / name :op1 ""celeste"" ) ) :ARG1-of  ( s2  / silent-01 ) :mod  ( f / final ) :quant  ( s3  / some ) )"
"fa99046452","neutral","2","( m / multi-sentence :snt1  ( a / and :op1  ( u / up-02 :ARG1  ( i / i ) :mod  ( j / just ) ) :op2  ( t / time :quant 12:43 ) ) :snt2  ( l / lazy :degree  ( s / so ) :domain i ) :snt3  ( t2  / thank-01 :ARG0 i :ARG1  ( p / person :name  ( n / name :op1 ""god"" ) ) :ARG1-of  ( c / cause-01 :ARG0  ( h / holiday :domain  ( b / bank ) ) ) ) )"
"14760477ad","negative","3","( c / contrast-01 :ARG1  ( t / tire-01 :ARG1  ( i / i ) :degree  ( v / very ) ) :ARG2  ( h / have-purpose-91 :ARG1  ( c2  / class :mod  ( p / person :name  ( n / name :op1 ""chambers"" ) ) ) :ARG2  ( n2  / nap-01 ) ) )"
"da908a6635","negative","3","( m / multi-sentence :snt1  ( o / obligate-01 :ARG1  ( i / i ) :ARG2  ( p / poop-01 :ARG0 i ) ) :snt2  ( h / hog-01 :ARG1  ( t / toilet ) :polarity  ( a / amr-unknown ) ) )"
"2053a455e9","neutral","2","( m / multi-sentence :snt1  ( f / full-01 :mod  ( y / yes ) :ARG1  ( t / thing :ARG1-of  ( r / record-01 ) :poss  ( i / i ) ) :ARG2  ( p /  процент :value 50 ) ) :snt2  ( b / be-located-at-91 :ARG1 i :ARG2  ( p2  /  процент :value 98 ) :time  ( b2  / before :op1  ( n / now ) :quant  ( a / about :op1  ( t2  / temporal-quantity :quant 3 :unit  ( d / day ) ) ) ) ) :snt3  ( l / laugh-01 :ARG0  ( i2  / i ) :ARG1-of  ( c / cause-01 :ARG0  ( s / swear-01 :ARG0 i2  :ARG1  ( w / watch-01 :ARG0 i2  :ARG1  ( t3  / television ) :condition  ( h / have-03 :ARG0 i2  :ARG1  ( t4  / thing :ARG1-of  ( r2  / record-01 ) ) ) :time  ( e / ever ) :polarity - ) ) ) ) )"
"1ea547383b","positive","1","( m / multi-sentence :snt1  ( h / happy-01 :ARG1  ( p / person :ARG0-of  ( h2  / have-rel-role-91 :ARG2  ( m2  / mom ) ) :mod  ( a / all ) ) :ARG2  ( f / festival :name  ( n / name :op1 ""mothers"" :op2 ""day"" ) ) ) :snt2  ( s / salute-01 :ARG0  ( i / i ) :ARG1  ( y / you ) ) )"
"6634c62acf","positive","1","( m / multi-sentence :snt1  ( h / haha :mode expressive ) :snt2  ( o / okay-04 ) )"
"c7240790da","positive","1","( m / multi-sentence :snt1  ( s / suppose-01 :ARG1  ( y / you ) :ARG2  ( s2  / support-01 :ARG0 y :ARG1  ( e / economy :ARG1-of  ( l / local-02 ) ) ) :ARG1-of  ( r / request-confirmation-91 ) ) :snt2  ( a / and :op1  ( g / good-02 :ARG1  ( y2  / you ) ) :op2  ( c / congratulate-01 :ARG1 y2  ) ) )"
"08ede23635","positive","1","( m / multi-sentence :snt1  ( g / good-02 :ARG1  ( k / know-01 ) ) :snt2  ( t / thank-01 :ARG0  ( i / i ) :ARG1  ( y / you ) ) )"
"4e87dcff0e","neutral","2","( m / multi-sentence :snt1  ( y / you :mod  ( a / amr-unknown ) ) :snt2  ( f / flavor :domain  ( t / today ) :mod  ( a2  / amr-unknown ) ) )"
"4b0b53bc98","neutral","2","( m / multi-sentence :snt1  ( d / disappoint-01 :ARG0  ( w / weather ) :ARG1  ( i / i ) :time  ( d2  / date-entity :dayperiod  ( m2  / morning ) :mod  ( t / today ) ) ) :snt2  ( u / ugh :mode expressive ) :snt3  ( h / have-03 :ARG1  ( n / night :ARG1-of  ( g / good-02 ) ) :mod  ( a / anyway ) ) )"
"fd3a622954","neutral","2","( m / multi-sentence :snt1  ( a / and :op1  ( l / listen-01 :ARG0  ( i / i ) :ARG1  ( p / person :name  ( n / name :op1 ""condre"" :op2 ""scr"" ) ) :mod  ( j / just ) ) :op2  ( g / get-01 :ARG0 i :ARG1  ( i2  / invite-01 :ARG1 i :ARG2  ( w / watch-01 :ARG0 i :ARG1  ( c / concert :ARG1-of  ( l2  / live-01 ) :poss  ( t / they ) ) :location  ( c2  / city :name  ( n2  / name :op1 ""Munich"" ) ) :time  ( d /  दिनांक RANGER ""2006-06-20"" ) ) ) ) ) :snt2  ( u / url :value ""http://bit.ly/DAXA0"" ) :discourse-marker ""#postrock"" )"
"e34af4fd97","positive","1","( m / multi-sentence :snt1  ( p / person :name  ( n / name :op1 ""E."" :op2 ""L."" :op3 ""O."" ) ) :snt2  ( b / bring-01 :ARG0  ( t / this ) :ARG1  ( m2  / memory :ARG1-of  ( h / happy-01 ) :ARG1-of  ( h2  / have-quant-91 :ARG2  ( m3  / many ) :ARG3  ( s / so ) ) ) :ARG2  ( b2  / back ) ) :snt3  ( l / love-01 :ARG1  ( b3  / band :mod  ( t2  / this ) ) ) :snt4  ( c / contrast-01 :ARG1  ( k / know-01 :ARG0  ( i / i ) :ARG1  ( s2  / show-01 :ARG0 i :ARG1  ( a / age-01 :ARG1 i ) ) ) :ARG2  ( c2  / care-01 :ARG0 i :polarity - ) :mod  ( y / yes ) ) )"
"0e8aa10a4e","positive","1","( m / multi-sentence :snt1  ( c / contrast-01 :ARG1  ( p / picture :mod  ( c2  / cute :degree  ( v / very ) ) :domain  ( t / that ) ) :ARG2  ( g / get-01 :ARG0  ( y / you ) :ARG1  ( f / fat-01 :ARG1 y ) :ARG1-of  ( c3  / cause-01 :ARG0  ( l / lick-01 :ARG0 y :ARG1  ( b / barbecue ) ) ) :polarity - ) ) :snt2  ( f2  / find-01 :ARG0  ( h / he ) :ARG1  ( t2  / thing :ARG1-of  ( c4  / chop-01 ) :quant  ( s / some ) ) :ARG1-of  ( o / obligate-01 ) :location  ( t3  / thing :ARG1-of  ( c5  / chop-01 :ARG0  ( s2  / someone :mod  ( e / else ) ) ) ) ) )"
"29148dc95c","positive","1","( m / multi-sentence :snt1  ( l / love-01 :ARG0  ( i / i ) :ARG1  ( m2  / morning :mod  ( d / day :mod  ( s / sunday ) ) :ARG1-of  ( r / resemble-01 :ARG2  ( t / this ) ) ) :mod  ( o / oh ) ) :snt2  ( m3  / make-01 :ARG0  ( p / person :ARG0-of  ( h / have-rel-role-91 :ARG1 i :ARG2  ( m4  / mum ) ) ) :ARG1  ( e / egg :ARG1-of  ( s2  / scramble-01 ) :location  ( t2  / toast ) ) :mod  ( j / just ) ) )"
"56a15cf6ca","negative","3","( m / multi-sentence :snt1  ( h / hate-01 :ARG1  ( w / work-01 :time  ( s / sunny-01 ) ) ) :snt2  ( b / boohoo :mode ""expressive"" ) )"
"b99969c2fb","neutral","2","( u / url :value ""http://plurk.com/p/stjdg"" :mod  ( o / only ) )"
"b0f3142cb4","neutral","2","( m / multi-sentence :snt1  ( p / person :name  ( n / name :op1 ""bundy"" ) ) :snt2  ( b / be-temporally-at-91 :ARG2  ( a / after :op1  ( n2  / now ) :quant  ( t / temporal-quantity :unit  ( d / day ) :value 3 ) ) ) :snt3  ( w / weather :ARG1-of  ( w2  / warm-01 ) :location  ( h / here ) ) :snt4  ( c / come-01 :ARG1  ( i / i ) ) )"
"5ff525b74b","negative","3","( m / multi-sentence :snt1  ( w / wonder-01 :ARG0  ( i / i ) :ARG1  ( t / truth-value :ARG1-of  ( p / possible-01 :ARG1  ( m2  / make-02 :ARG0 i :ARG1  ( b / bad-07 :ARG1  ( t2  / thing ) :degree  ( m3  / more ) ) ) ) ) ) :snt2  ( a / answer-01 :ARG0  ( i2  / i ) :ARG2  ( m4  / make-02 :ARG0 i2  :ARG1 b :mod  ( j / just ) ) ) )"
"4fd80e66e0","neutral","2","( a / ask-01 :ARG0  ( a2  / agency :ARG0-of  ( m / market-01 ) :mod  ( c / country :name  ( n / name :op1 ""Netherlands"" ) ) ) :ARG1  ( a3  / apply-01 :ARG0  ( p / person :ARG0-of  ( a4  / apply-01 :ARG1  ( j / job ) ) ) :ARG1  ( t / thing :ARG1-of  ( c2  / consist-01 :ARG2  ( o / or :op1  ( c3  / character :quant 140 ) :op2  ( c4  / character :quant  ( l / less-than :op1 140 ) ) ) ) ) ) )"
"e77a8f8f2d","negative","3","( m / multi-sentence :snt1  ( s / spoil-01 :ARG0  ( c / company :name  ( n / name :op1 ""Twitter"" ) ) :ARG1  ( f / fun-01 :mod  ( a / all ) ) ) :snt2  ( s2  / slow-01 :ARG1-of  ( f2  / frustrate-01 ) ) :snt3  ( p / possible-01 :ARG1  ( b / bid-01 :mod  ( e / even ) :ARG1-of  ( p2  / proper :polarity - ) ) ) )"
"4ea7102112","positive","1","( m / multi-sentence :snt1  ( c / chick :mod  ( h / haha ) ) :snt2  ( a / agree-01 :ARG0  ( i / i ) :ARG1-of  ( c2  / complete-02 ) ) )"
"6a14956779","neutral","2","( h / have-condition-91 :ARG1  ( p / possible-01 :ARG1  ( l / leave-02 :ARG0  ( s / she ) ) :polarity - ) :ARG2  ( p2  / pack-01 :ARG0  ( w / we ) ) :ARG1-of  ( r / request-confirmation-91 ) )"
"7c2fcb712e","neutral","2","( m / multi-sentence :snt1  ( l / laugh-01 :ARG0  ( i / i ) :mod  ( f / fuck-01 ) ) :snt2  ( h / head-02 :ARG0  ( y / you ) :ARG1  ( a / amr-unknown ) ) )"
"cdd172d6a7","positive","1","( a / and :op1  ( g / go-01 :ARG1  ( i / i ) :ARG4  ( b / bed ) :time  ( a2  / after :op1  ( n / night :mod  ( g2  / great ) :ARG1-of  ( s / share-01 :ARG0 i :ARG2  ( p / person :ARG0-of  ( h / have-rel-role-91 :ARG1 i :ARG2  ( f / friend ) ) ) ) ) ) ) :op2  ( g3  / glad-01 :ARG0  ( k / know-01 :ARG0 i :ARG1  ( f2  / feel-01 :ARG0 p :ARG1  ( t / thing :ARG1-of  ( s2  / same-01 :ARG2  ( f3  / feel-01 :ARG0  ( s3  / someone :mod  ( e / else ) ) :ARG1  ( c / class ) ) ) ) ) ) :ARG1 i ) )"
"d2a21b3cb7","negative","3","( m / multi-sentence :snt1  ( t / thing :quant  ( m2  / many ) :ARG1-of  ( i / include-01 :ARG2  ( t2  / thing :poss  ( i2  / i ) ) ) ) :snt2  ( r / recommend-01 :ARG1  ( k / know-01 :ARG0  ( i3  / i ) :ARG1  ( t3  / thing :ARG1-of  ( h / have-degree-91 :ARG2  ( g / good-02 :ARG1 t3  ) :ARG3  ( m3  / more ) ) ) :time  ( b / before :op1  ( n / now ) ) ) ) :snt3  ( m4  / miss-01 :ARG1  ( o / opportunity :ARG1-of  ( h2  / have-quant-91 :ARG2  ( m5  / many ) :ARG3  ( s / so ) ) ) :polarity - ) :discourse-marker ""ahem"" :discourse-marker ""haha"" )"
"799e17e7a7","positive","1","( n / nice-01 :ARG1  ( l / leave-02 :ARG1  ( o / office ) :time  ( u / up-02 :ARG1  ( s / sun ) :mod  ( s2  / still ) ) ) )"
"0a49cdbdf6","negative","3","( m / miss-01 :ARG0  ( i / i ) :ARG1  ( m2  / mom :mod  ( s / soccer ) ) )"
"4a13c1093d","neutral","2","( m / multi-sentence :snt1  ( a / and :op1  ( p / pill :mod  ( g / garlic ) ) :op2  ( b / bite-01 :ARG0  ( s / spider ) :location  ( b2  / between :op1  ( t / toe :part-of  ( y / you ) ) ) ) :op3  ( h / hunger-01 :ARG0 y :time  ( a2  / always ) ) ) :snt2  ( k / kill-01 :ARG0 y :ARG1  ( i / i ) ) :snt3  ( f / funny :quant 2 ) )"
"9407ce6ccc","neutral","2","( m / multi-sentence :snt1  ( s / sigh-01 ) :snt2  ( a / ah :mod  ( w / well ) ) :snt3  ( p / possible-01 :ARG1  ( a2  / and :op1  ( c / clear-up-02 :ARG0  ( e / email-01 :ord  ( o / ordinal-entity :value 2 ) :ARG0  ( i / i ) ) :ARG1  ( i2  / it ) ) :op2  ( g / get-01 :ARG0 e :ARG1  ( a3  / approve-01 :ARG1  ( h / he ) ) ) ) ) )"
"820f19ca44","neutral","2","( m / multi-sentence :snt1  ( s / say-01 :ARG0  ( i / i ) :ARG1  ( m2  / miss-01 :ARG0 p :ARG1  ( t / tweet-01 :ARG0 p :mod  ( a / all ) ) :mod  ( a2  / again ) ) :ARG2  ( p / person :name  ( n / name :op1 ""Joe"" ) ) ) :snt2  ( d / differ-02 :ARG1  ( t2  / time :location  ( c / country :name  ( n2  / name :op1 ""UK"" ) ) ) :ARG2  ( t3  / time :location  ( c2  / country :name  ( n3  / name :op1 ""US"" ) ) ) :mod  ( s2  / shit ) ) :snt3  ( f / forget-01 :ARG1  ( p2  / person :ARG0-of  ( s3  / support-01 :ARG1 p ) :mod  ( f2  / favorite ) :location c ) :polarity - :ARG0  ( y / you ) :mode ""imperative"" ) )"
"683bb73c09","neutral","2","( m / multi-sentence :snt1  ( c / come-01 :ARG1  ( t / that ) :ARG2  ( m2  / mind :poss  ( i / i ) ) ) :snt2  ( s / say-01 :ARG0  ( i2  / i ) :ARG1  ( i3  / it ) :ARG1-of  ( c2  / cause-01 ) ) :snt3  ( a / adapt-01 :ARG1 i3  :ARG2  ( v / vocabulary :poss  ( f / family :poss i2  ) ) :time  ( n / now ) ) )"
"0d14593b11","neutral","2","( l / look forward-01 :ARG0  ( i / i ) :ARG1  ( w / work-01 :ARG1  ( b / body ) ) :time  ( t / today ) )"
"9ac13b3739","negative","3","( m / multi-sentence :snt1  ( w / watch-01 :ARG0  ( i / i ) :ARG1  ( m2  / movie :name  ( n / name :op1 ""yes"" :op2 ""man"" ) ) :mod  ( j / just ) ) :snt2  ( l / laugh-01 :ARG0  ( i2  / i ) :mod  ( b / bahaha ) ) :snt3  ( m3  / mess-up-02 :ARG1  ( m4  / movie :mod  ( t / that ) ) ) )"
"16ee71e6df","negative","3","( m / multi-sentence :snt1  ( t / think-01 :ARG0  ( i / i ) :ARG1  ( k / know-01 :ARG0 i :ARG1  ( p / put-01 :ARG0  ( y / you ) :ARG1  ( t2  / thing ) :location  ( d / drawer :ARG1-of  ( e / expire-01 ) ) ) :mod  ( e2  / exact ) ) :ARG0-of  ( s / sad-02 ) ) :snt2  ( l / live-01 :ARG0  ( t3  / thing :mod  ( t4  / that ) ) :ARG1-of  ( l2  / long-03 :ARG2  ( l3  / less-than :op1  ( t5  / temporal-quantity :quant 2 :unit  ( y2  / year ) ) ) ) ) )"
"f5d47f04f5","negative","3","( m / multi-sentence :snt1  ( h / have-quant-91 :ARG2  ( m2  / much ) :ARG1-of  ( h2  / have-degree-91 :ARG3  ( t / too ) ) :polarity  ( a / amr-unknown ) ) :snt2  ( h3  / have-condition-91 :ARG1  ( n / no ) :ARG2  ( e / end-up-03 :ARG1  ( p / pillow :ARG1-of  ( i / include-91 :ARG2  ( p2  / pillow ) ) ) :ARG2  ( s / suffocate-01 :ARG0 p :ARG1  ( p3  / person :ARG0-of  ( s2  / sleep-01 :location  ( n2  / next-to :op1  ( y / you ) ) ) ) ) ) ) )"
"e131c496a2","neutral","2","( m / multi-sentence :snt1  ( m2  / meet-01 :ARG0  ( i / i ) :ARG1  ( p / person :ARG0-of  ( h / have-rel-role-91 :ARG1 i :ARG2  ( f / friend ) ) :ARG1-of  ( h2  / have-degree-91 :ARG2  ( g / good-02 :ARG1 p ) :ARG3  ( m3  / most ) ) ) :location  ( g2  / gym ) :time  ( d / date-entity :dayperiod  ( m4  / morning ) :mod  ( f2  / first ) ) ) :snt2  ( s / shock-01 :ARG1 i :mod  ( s2  / still ) :degree  ( s3  / so ) ) :snt3  ( h3  / hope-01 :ARG0 i :ARG1  ( g3  / get-01 :ARG0  ( y / you ) :ARG1  ( g4  / good-02 :ARG1 y :degree  ( m5  / more ) ) :time  ( s4  / soon ) ) ) )"
"bc6d7b4364","negative","3","( m / multi-sentence :snt1  ( f / fast-02 :ARG1  ( t / that ) :mod  ( w / wow ) ) :snt2  ( o / or :op1  ( p / person :name  ( n / name :op1 ""Soderling"" ) ) :op2  ( p2  / person :name  ( n2  / name :op1 ""Ferrer"" ) ) :mod  ( n3  / next ) ) :snt3  ( l / lose-02 :ARG0  ( p3  / person :name  ( n4  / name :op1 ""Gilles"" :op2 ""Simon"" ) ) ) )"
"c87be630b5","neutral","2","( m / multi-sentence :snt1  ( c / contrast-01 :ARG1  ( g / great :domain  ( t / theory ) ) :ARG2  ( r / reality :mod  ( b / beyond :op1  ( i / imagine-01 ) ) ) ) :snt2  ( p / plan-01 :ARG0  ( i2  / i ) :ARG1-of  ( s / same-01 ) :ARG1-of  ( c2  / cause-01 :ARG0  ( k / know-01 :ARG0 i2  :ARG1  ( f / fail-01 :ARG1  ( p2  / product :name  ( n / name :op1 ""VS"" ) ) :ARG2 i2  ) :polarity - ) ) :mod  ( a / also ) ) )"
"e4ad1684bb","positive","1","( m / multi-sentence :snt1  ( g / glad-01 :ARG0  ( k / know-01 :ARG1  ( c / cause-01 :ARG0  ( c2  / configure-01 :ARG1  ( f / firewall ) :location  ( o / office :poss  ( y / you ) ) ) :ARG1  ( p / problem :domain  ( d / display-01 :ARG1  ( a / advertise-01 ) ) ) ) ) ) :snt2  ( p2  / phew :mode expressive ) )"
"f7835156a5","positive","1","( w / woot :mode expressive )"
"03bb148b87","neutral","2","( m / multi-sentence :snt1  ( a / and :op1  ( d / dislike-01 :ARG0  ( i / i ) :ARG1  ( d2  /  ডিজি :value ""monday"" ) ) :op2  ( w / wish-01 :ARG0 i :ARG1  ( d3  /  ডিজি :value ""sunday"" :domain d2  ) :ARG1-of  ( c / cause-01 :ARG0  ( d4  / day :ARG1-of  ( f / fun-01 ) :domain d2  ) ) ) ) :snt2  ( j / jam :domain  ( t / that ) :mod  ( f2  / freaking ) :ARG1-of  ( h / have-03 :ARG0 i :time  ( l / little :domain i ) ) ) :snt3  ( m2  / miss-01 :ARG0 i :ARG1 t ) )"
"b47c430fda","neutral","2","( m / multi-sentence :snt1  ( s / string-entity :value ""http://bit.ly/nAcK2"" ) :snt2  ( a / amr-unknown ) )"
"0234e16010","neutral","2","( m / multi-sentence :snt1  ( w / wait-01 :ARG1  ( i / i ) :ARG2  ( f / finish-01 :ARG1  ( m2  / movie :mod  ( l / last ) ) ) ) :snt2  ( a / and :op1  ( s / screen-01 :ARG1  ( m3  / movie :name  ( n / name :op1 ""Ghost"" :op2 ""of"" :op3 ""Girlfriends"" :op4 ""Past"" ) ) :ARG1-of  ( t / test-01 ) ) :op2  ( h / have-03 :ARG0 i :ARG1  ( a2  / and :op1  ( w2  / wine :quant  ( g / glass ) ) :op2  ( b / bag :mod  ( l2  / lolly ) ) ) :location  ( h2  / hand ) ) ) :snt3  ( y / yay :mode expressive ) )"
"be9ed19513","positive","1","( m / multi-sentence :snt1  ( h / happy-01 :ARG1  ( e / event :name  ( n / name :op1 ""Star"" :op2 ""Wars"" :op3 ""Day"" ) ) ) :snt2  ( m2  / may-01 :ARG1  ( b / be-with-01 :ARG1  ( d / day :value 4 ) :ARG0  ( y / you ) ) ) :snt3  ( s / say-01 :ARG0  ( e2  / everyone ) :ARG1  ( p / paintball-01 ) ) )"
"bf7240df91","neutral","2","( o / obligate-01 :ARG1  ( i / i ) :ARG2  ( g / go-01 :ARG1 i :ARG4  ( o2  / office ) :direction  ( b / back ) ) )"
"2f883c6eb1","negative","3","( d / dirty-01 :ARG1  ( r / river :name  ( n / name :op1 ""st"" :op2 ""joe"" ) ) )"
"a1320a5050","neutral","2","( c / camp-01 :location  ( l / lake :name  ( n / name :op1 ""black"" :op2 ""butte"" :op3 ""lake"" ) ) )"
"d72a60bee8","neutral","2","( m / multi-sentence :snt1  ( o / or :op1  ( g / get-01 :ARG0  ( y / you ) :ARG1  ( m2  / message :ARG1-of  ( s / send-01 :ARG0  ( i / i ) ) ) :polarity  ( a / amr-unknown ) ) :op2  ( o2  / obligate-01 :ARG1 y :ARG2  ( a2  / add-01 :ARG0 y :ARG1 i :purpose  ( r / receive-01 :ARG0 y :ARG1 m2  ) ) :polarity  ( a3  / amr-unknown ) ) ) :snt2  ( s2  / sorry-01 :ARG1 i :ARG2  ( n / new-01 :ARG1 i :ARG2  ( t / this ) ) ) )"
"bc9ebe0002","negative","3","( h / hate-01 :ARG0  ( i / i ) :ARG1  ( l / life :poss i ) )"
"64ddc1f8a2","negative","3","( a / and :op1  ( s / sick-02 :ARG1  ( s2  / stomach :part-of  ( i / i ) ) ) :op2  ( h / have-03 :ARG0 i :ARG1  ( h2  / headache ) ) :op3  ( w / wish-01 :ARG0 i :ARG1  ( p / possible-01 :ARG1  ( c / come-01 :ARG1  ( s3  / someone ) :purpose  ( r / rub-01 :ARG0 s3  :ARG1  ( t / temple :part-of i ) ) ) ) ) )"
"03f6b8d900","negative","3","( m / multi-sentence :snt1  ( a / and :op1  ( f / fuck-01 :mode expressive ) :op2  ( p / person :name  ( n / name :op1 ""natalya"" ) ) ) :snt2  ( o / obligate-01 :ARG1  ( y / you ) :ARG2  ( t / tell-01 :ARG0 y :ARG1  ( t2  / thing :ARG1-of  ( g / go-onرفته ) ) :ARG2  ( i / i ) ) ) :snt3  ( c / contrast-01 :ARG1  ( c2  / call-01 :ARG0  ( i2  / i ) :ARG1 y ) :ARG2  ( l / lose-02 :ARG0 i2  :ARG1  ( n2  / number :mod  ( p2  / phone ) :mod  ( a2  / all ) :poss i2  ) :time  ( b / break-01 :ARG0 i2  :ARG1  ( p3  / product :name  ( n3  / name :op1 ""blackberry"" ) ) ) ) ) )"
"2d475b1b23","negative","3","( m / multi-sentence :snt1  ( t / think-01 :ARG0  ( i / i ) :ARG1  ( f / fair-01 :ARG1  ( p / person :quant 3 ) :ARG2 i :degree  ( s / so ) ) :mod  ( j / just ) ) :snt2  ( d / depress-01 :ARG1 i :mod  ( a / again ) ) :snt3  ( p2  / person :ARG0-of  ( h / hate-01 ) ) )"
"87473f5175","negative","3","( c / cry-01 :ARG1  ( t / tear :ARG1-of  ( r / real-04 ) ) )"
"7a09871d21","neutral","2","( m / multi-sentence :snt1  ( h / hold-01 :ARG0  ( p / person :name  ( n / name :op1 ""Brown"" ) ) :ARG1  ( o / one :mod  ( t / this ) ) :ARG1-of  ( l / long-03 ) ) :snt2  ( u / url :value ""http://twitpic.com/4w5eh"" ) )"
"96ec2855e4","positive","1","( m / multi-sentence :snt1  ( p / party-01 :ARG1  ( p2  / person :name  ( n / name :op1 ""Panchito"" ) ) :time  ( d / date-entity :dayperiod  ( n2  / night ) :mod  ( t / today ) ) ) :snt2  ( w / wish-01 :ARG0  ( i / i ) :ARG1  ( b / be-located-at-91 :ARG1  ( y / you ) :ARG2  ( h / here ) ) :ARG2 y ) )"
"45cf9ba329","neutral","2","( c / contrast-01 :ARG1  ( a / and :op1  ( c2  / come-01 :ARG1  ( i / i ) :ARG3  ( t / town ) :mod  ( a2  / again ) ) :op2  ( c3  / crash-01 :ARG1  ( p / product :name  ( n / name :op1 ""Mac"" ) :poss i ) :ARG2 i ) ) :ARG2  ( h / have-degree-91 :ARG1  ( n2  / now ) :ARG2  ( g / good-02 :ARG1 n2  ) :ARG3  ( m / more ) ) )"
"bab68144cd","neutral","2","( m / multi-sentence :snt1  ( p / person :name  ( n / name :op1 ""archie"" :op2 ""andrews"" ) :ARG0-of  ( t / think-01 :ARG1  ( a / amr-unknown ) ) ) :snt2  ( p2  / person :name  ( n2  / name :op1 ""veronica"" ) :polarity  ( a2  / amr-unknown ) ) )"
"fc49e426f5","positive","1","( f / free-01 :ARG1  ( t / thing :ARG1-of  ( h / have-degree-91 :ARG2  ( g / good-02 :ARG1 t ) :ARG3  ( m / most ) :ARG5  ( t2  / thing :location  ( l / life ) ) ) ) )"
"a172818c9e","positive","1","( m / multi-sentence :snt1  ( m2  / miss-01 :ARG0  ( i / i ) :ARG1  ( p / person :ARG0-of  ( h / have-rel-role-91 :ARG1 i :ARG2  ( m3  / mom ) ) ) :time  ( t / today ) ) :snt2  ( a / and :op1  ( p2  / person :ARG0-of  ( h2  / have-rel-role-91 :ARG1 i :ARG2  ( f / friend :ARG1-of  ( h3  / have-degree-91 :ARG2  ( g / good-02 :ARG1 f ) :ARG3  ( m4  / most ) ) ) ) :domain  ( s / she ) ) :op2  ( h4  / have-condition-91 :ARG1  ( m5  / miss-01 :ARG0 i :ARG1 s :mod  ( s2  / still ) :ARG1-of  ( d / dear-01 ) ) :ARG2  ( g2  / go-02 :ARG0 s :time  ( b / before :op1  ( n / now ) :quant  ( s3  / several :op1  ( t2  / temporal-quantity :unit  ( y / year ) ) ) ) ) ) )"
"036191bb61","negative","3","( m / multi-sentence :snt1  ( w / watch-01 :ARG0  ( i / i ) :ARG1  ( b / broadcast-program :name  ( n / name :op1 ""blood"" :op2 ""plus"" ) :mod  ( e / episode :value 19 ) ) :location  ( p / product :name  ( n2  / name :op1 ""veoh"" ) ) ) :snt2  ( l / love-01 :ARG0 i :ARG1  ( m2  / music ) ) :snt3  ( w2  / wish-01 :ARG0 i :ARG1  ( p2  / possible-01 :ARG1  ( w3  / watch-01 :ARG0 i :ARG1  ( a / act-01 :ARG1-of  ( l2  / live-01 ) ) ) ) :ARG1-of  ( c / contrast-01 :ARG2  ( h / have-degree-91 :ARG1 i :ARG2  ( o / old ) :ARG3  ( e2  / enough :polarity - ) ) ) ) )"
"3ef85c201c","negative","3","( b / bummer :domain  ( t / that ) )"
"ea348ea738","neutral","2","( m / multi-sentence :snt1  ( t / true-01 :ARG1  ( h / he ) ) :snt2  ( a / amr-unknown :topic  ( p / person :name  ( n / name :op1 ""Maxwell"" ) ) ) :snt3  ( p2  / possible-01 :ARG1  ( f / forget-01 :ARG0  ( y / you ) :ARG1  ( p3  / person :ARG0-of  ( h2  / have-rel-role-91 :ARG1  ( p4  / person :ARG0-of  ( h3  / have-rel-role-91 :ARG1  ( i / i ) :ARG2  ( c / child ) ) ) :ARG2  ( f2  / father ) :time  ( f3  / future ) ) ) ) ) )"
"fd10f463c9","negative","3","( e / eat-01 :ARG0  ( r / raccoon ) :ARG1  ( b / bread :poss  ( w / we ) ) )"
